[2025-07-04 12:25:44] local.INFO: Query: select * from `packages` | Time: 33.72ms  
[2025-07-04 12:36:45] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.58ms  
[2025-07-04 12:36:45] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 34.09ms  
[2025-07-04 12:36:45] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.11ms  
[2025-07-04 12:36:45] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 32.85ms  
[2025-07-04 12:36:45] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 32.96ms  
[2025-07-04 12:36:46] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 31.28ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 32.33ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 31.68ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 31.01ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 30.94ms  
[2025-07-04 12:36:46] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 34.18ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 37.29ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 35.31ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 34.2ms  
[2025-07-04 12:36:46] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 34.21ms  
[2025-07-04 12:36:47] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.08ms  
[2025-07-04 12:36:47] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 29.14ms  
[2025-07-04 12:36:47] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 29.62ms  
[2025-07-04 12:36:47] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 29.15ms  
[2025-07-04 12:36:47] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:36:47' group by `month` order by `month` asc | Time: 29.16ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 30.92ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.42ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 29.2ms  
[2025-07-04 12:36:47] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.34ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 35.56ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 33.84ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.7ms  
[2025-07-04 12:36:47] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.15ms  
[2025-07-04 12:36:50] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.53ms  
[2025-07-04 12:36:50] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 38.26ms  
[2025-07-04 12:36:50] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 34.72ms  
[2025-07-04 12:36:50] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 32.91ms  
[2025-07-04 12:36:50] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:36:49' group by `month` order by `month` asc | Time: 33.45ms  
[2025-07-04 12:36:50] local.WARNING: SLOW QUERY: select * from `packages` order by `created_at` desc limit 100 | Time: 120.75ms  
[2025-07-04 12:36:50] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 33.18ms  
[2025-07-04 12:36:50] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.28ms  
[2025-07-04 12:36:50] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 31.67ms  
[2025-07-04 12:36:50] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 31.07ms  
[2025-07-04 12:36:50] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:36:50' group by `month` order by `month` asc | Time: 31.1ms  
[2025-07-04 12:36:50] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:36:50', '2025-07-04 12:36:50') | Time: 33.14ms  
[2025-07-04 12:36:51] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 31.24ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 32.88ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30.7ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 34.97ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 30.53ms  
[2025-07-04 12:36:51] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.68ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 36ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.04ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.16ms  
[2025-07-04 12:36:51] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 34.46ms  
[2025-07-04 12:37:00] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.48ms  
[2025-07-04 12:37:00] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 30.97ms  
[2025-07-04 12:37:00] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.48ms  
[2025-07-04 12:37:00] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 28.76ms  
[2025-07-04 12:37:00] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 29.69ms  
[2025-07-04 12:38:03] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.67ms  
[2025-07-04 12:38:03] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 31.14ms  
[2025-07-04 12:38:03] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30.19ms  
[2025-07-04 12:38:03] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.01ms  
[2025-07-04 12:38:03] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 29.7ms  
[2025-07-04 12:38:03] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 33.51ms  
[2025-07-04 12:38:03] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 35.69ms  
[2025-07-04 12:38:03] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:38:03' group by `month` order by `month` asc | Time: 33.64ms  
[2025-07-04 12:38:03] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:38:03', '2025-07-04 12:38:03') | Time: 42.44ms  
[2025-07-04 12:38:04] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.54ms  
[2025-07-04 12:38:04] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 35.52ms  
[2025-07-04 12:38:04] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 34.51ms  
[2025-07-04 12:38:04] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 33.74ms  
[2025-07-04 12:38:04] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:38:04' group by `month` order by `month` asc | Time: 34.82ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 36.38ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.88ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 34.17ms  
[2025-07-04 12:38:04] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 31.01ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 33.72ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 31.11ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 31.37ms  
[2025-07-04 12:38:04] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 31.07ms  
[2025-07-04 12:38:08] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 30.83ms  
[2025-07-04 12:38:08] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 48.18ms  
[2025-07-04 12:38:08] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 31.54ms  
[2025-07-04 12:38:08] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.4ms  
[2025-07-04 12:38:08] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 30.44ms  
[2025-07-04 12:38:08] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 29.49ms  
[2025-07-04 12:38:08] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 29.39ms  
[2025-07-04 12:38:08] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:38:08' group by `month` order by `month` asc | Time: 29.83ms  
[2025-07-04 12:38:08] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:38:08', '2025-07-04 12:38:08') | Time: 33.86ms  
[2025-07-04 12:38:09] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 28.51ms  
[2025-07-04 12:38:09] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 30.74ms  
[2025-07-04 12:38:09] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 29.11ms  
[2025-07-04 12:38:09] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 28.97ms  
[2025-07-04 12:38:09] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:38:09' group by `month` order by `month` asc | Time: 28.91ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 30.13ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.13ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 28.68ms  
[2025-07-04 12:38:09] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.03ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 31.35ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 28.49ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 28.54ms  
[2025-07-04 12:38:09] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 28.53ms  
[2025-07-04 12:38:12] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 32.1ms  
[2025-07-04 12:38:12] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 32.9ms  
[2025-07-04 12:38:12] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:38:12' group by `month` order by `month` asc | Time: 32.01ms  
[2025-07-04 12:38:12] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:38:12', '2025-07-04 12:38:12') | Time: 56.91ms  
[2025-07-04 12:38:13] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 35.01ms  
[2025-07-04 12:38:13] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 32.92ms  
[2025-07-04 12:38:13] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 33.62ms  
[2025-07-04 12:38:13] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 33.19ms  
[2025-07-04 12:38:13] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:38:13' group by `month` order by `month` asc | Time: 34.42ms  
[2025-07-04 12:38:13] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 48.75ms  
[2025-07-04 12:38:13] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 33.46ms  
[2025-07-04 12:38:13] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.21ms  
[2025-07-04 12:38:14] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.75ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 35.33ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 35.13ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 34.04ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.85ms  
[2025-07-04 12:38:14] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.87ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 31.48ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.18ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 28.41ms  
[2025-07-04 12:38:14] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 28.06ms  
[2025-07-04 12:38:58] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 37.1ms  
[2025-07-04 12:38:58] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 34.44ms  
[2025-07-04 12:38:58] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:38:58' group by `month` order by `month` asc | Time: 34.57ms  
[2025-07-04 12:38:58] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:38:58', '2025-07-04 12:38:58') | Time: 36.45ms  
[2025-07-04 12:38:59] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.77ms  
[2025-07-04 12:38:59] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 30.48ms  
[2025-07-04 12:38:59] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 30.21ms  
[2025-07-04 12:38:59] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 30.28ms  
[2025-07-04 12:38:59] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:38:59' group by `month` order by `month` asc | Time: 30.66ms  
[2025-07-04 12:38:59] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 31.16ms  
[2025-07-04 12:38:59] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30.28ms  
[2025-07-04 12:38:59] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.32ms  
[2025-07-04 12:39:00] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.48ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 34.3ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.86ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.4ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.36ms  
[2025-07-04 12:39:00] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.13ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 34.36ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 34.65ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.29ms  
[2025-07-04 12:39:00] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.95ms  
[2025-07-04 12:39:07] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.24ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 30.43ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 28.77ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 30.29ms  
[2025-07-04 12:39:07] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 30.48ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 31.02ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 31.28ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 30.22ms  
[2025-07-04 12:39:07] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 32.29ms  
[2025-07-04 12:39:08] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 30.99ms  
[2025-07-04 12:39:08] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 31.6ms  
[2025-07-04 12:39:08] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:39:08' group by `month` order by `month` asc | Time: 32.03ms  
[2025-07-04 12:39:08] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:39:08', '2025-07-04 12:39:08') | Time: 34.34ms  
[2025-07-04 12:39:08] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 30.27ms  
[2025-07-04 12:39:08] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 30.8ms  
[2025-07-04 12:39:08] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 31.17ms  
[2025-07-04 12:39:08] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 31.23ms  
[2025-07-04 12:39:08] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:39:08' group by `month` order by `month` asc | Time: 31.29ms  
[2025-07-04 12:39:08] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 46.98ms  
[2025-07-04 12:39:08] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 30.3ms  
[2025-07-04 12:39:08] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 29.86ms  
[2025-07-04 12:39:39] local.INFO: Query: select `status`, count(*) as total from `packages` group by `status` | Time: 33.31ms  
[2025-07-04 12:39:39] local.INFO: Query: select `service_packages`.*, (select count(*) from `packages` where `service_packages`.`id` = `packages`.`service_package_id`) as `packages_count` from `service_packages` order by `packages_count` desc | Time: 34.19ms  
[2025-07-04 12:39:39] local.INFO: Query: select count(*) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `created_at` >= '2024-07-04 12:39:39' group by `month` order by `month` asc | Time: 34.06ms  
[2025-07-04 12:39:39] local.INFO: Query: insert into `audit_logs` (`user_id`, `action`, `module`, `old_values`, `new_values`, `filters`, `ip_address`, `user_agent`, `updated_at`, `created_at`) values (1, 'view', 'packages', '', '', '[]', '127.0.0.1', 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36', '2025-07-04 12:39:39', '2025-07-04 12:39:39') | Time: 36.21ms  
[2025-07-04 12:39:40] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.89ms  
[2025-07-04 12:39:40] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 34.28ms  
[2025-07-04 12:39:40] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 33.95ms  
[2025-07-04 12:39:40] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 33.89ms  
[2025-07-04 12:39:40] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 33.6ms  
[2025-07-04 12:39:41] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 29.31ms  
[2025-07-04 12:39:41] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'active' | Time: 28.83ms  
[2025-07-04 12:39:41] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'pending_payment' | Time: 29.58ms  
[2025-07-04 12:39:41] local.INFO: Query: select count(*) as aggregate from `packages` where `status` = 'expired' | Time: 29.16ms  
[2025-07-04 12:39:41] local.INFO: Query: select sum(price) as total, DATE_FORMAT(created_at, '%Y-%m') as month from `packages` where `status` = 'active' and `created_at` >= '2025-01-04 12:39:41' group by `month` order by `month` asc | Time: 28.97ms  
[2025-07-04 12:39:41] local.INFO: Query: select * from `packages` order by `created_at` desc limit 100 | Time: 29.77ms  
[2025-07-04 12:39:41] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 29.07ms  
[2025-07-04 12:39:41] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 41.26ms  
[2025-07-04 12:39:42] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 33.27ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 33.93ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 33.84ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `service_packages` where `service_packages`.`id` in (1) | Time: 32.99ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `service_packages` where `is_active` = '1' | Time: 34.02ms  
[2025-07-04 12:39:42] local.INFO: Query: select count(*) as aggregate from `packages` | Time: 31.38ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `packages` order by `updated_at` desc limit 100 offset 0 | Time: 32.49ms  
[2025-07-04 12:39:42] local.INFO: Query: select * from `customers` where `customers`.`id` in (1, 5, 6, 7, 8, 9, 10, 11, 12, 13) | Time: 32.08ms  
